"ordem","bloco","plot","tipo","tratamento","parcela","nu_li","tipo_nu","numero","nome_especie","cod_sp","grupo","survt1","survt2","survt3","survt4","survt6","survt7","excl_mort_t1","excl_mort_t2","excl_mort_t3","excl_mort_t4","excl_mort_t6","excl_mort_t7","excluir_total","survt1t4"
1037,"3","48","NU","NPK","48NUNPK","A035","A",3834,"Syagrus romanzoffiana","17","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1038,"3","48","NU","NPK","48NUNPK","A035","A",3835,"Eugenia astringens","24","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1039,"3","48","NU","NPK","48NUNPK","A035","A",3836,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,"3","48","NU","NPK","48NUNPK","A035","A",3837,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1041,"3","48","NU","NPK","48NUNPK","A035","A",3838,"Bicuiba oleifera","20","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1042,"3","48","NU","NPK","48NUNPK","A035","A",3839,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,"3","48","NU","NPK","48NUNPK","A035","A",3841,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,1,0,0,0,0,0,0
1045,"3","48","NU","NPK","48NUNPK","A035","A",3842,"Ocotea pulchella","16","NP",1,1,0,0,0,0,0,1,0,0,0,0,0,0
1046,"3","48","NU","NPK","48NUNPK","A035","A",3843,"Schinus terebinthifolius","2","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
1060,"3","48","NU","NPK","48NUNPK","B025","B",3896,"Citharexylum myrianthum","4","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1061,"3","48","NU","NPK","48NUNPK","B025","B",3897,"Eriotheca pentaphylla","27","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1062,"3","48","NU","NPK","48NUNPK","B025","B",3898,"Solanum cinnamomeum","10","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,"3","48","NU","NPK","48NUNPK","B025","B",3899,"Myrcia ilheosensis","26","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,"3","48","NU","NPK","48NUNPK","B025","B",3900,"Eugenia astringens","24","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1065,"3","48","NU","NPK","48NUNPK","B025","B",3901,"Eugenia brasiliensis","25","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1066,"3","48","NU","NPK","48NUNPK","B025","B",3902,"Erythrina speciosa","3","P",1,1,0,0,0,0,0,1,0,0,0,0,0,0
1067,"3","48","NU","NPK","48NUNPK","B025","B",3903,"Jacaranda puberula","15","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1068,"3","48","NU","NPK","48NUNPK","B025","B",3904,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,"3","48","NU","NPK","48NUNPK","B025","B",3905,"Ternstroemia brasiliensis","23","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1070,"3","48","NU","NPK","48NUNPK","B025","B",3906,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,"3","48","NU","NPK","48NUNPK","B025","B",3907,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1072,"3","48","NU","NPK","48NUNPK","B025","B",3908,"Schinus terebinthifolius","2","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
1073,"3","47","LI","ND","47LIND","1",NA,3910,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,"3","47","LI","ND","47LIND","1",NA,3913,"Bicuiba oleifera","20","NP",1,1,0,0,0,0,0,1,0,0,0,0,0,0
1076,"3","47","LI","ND","47LIND","1",NA,3915,"Ocotea pulchella","16","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1078,"3","47","LI","ND","47LIND","1",NA,3918,"Eriotheca pentaphylla","27","NP",1,0,1,1,0,0,0,0,0,0,0,0,0,1
1082,"3","47","LI","ND","47LIND","1",NA,3926,"Eugenia astringens","24","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1083,"3","47","LI","ND","47LIND","1",NA,3928,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,"3","47","LI","ND","47LIND","1",NA,3929,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1086,"3","47","LI","ND","47LIND","1",NA,3931,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,"3","47","LI","ND","47LIND","1",NA,3932,"Ternstroemia brasiliensis","23","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1088,"3","47","LI","ND","47LIND","2",NA,3937,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1089,"3","47","LI","ND","47LIND","2",NA,3939,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1091,"3","47","LI","ND","47LIND","2",NA,3941,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,"3","47","LI","ND","47LIND","2",NA,3943,"Myrsine coriacea","1","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1093,"3","47","LI","ND","47LIND","2",NA,3944,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1094,"3","47","LI","ND","47LIND","2",NA,3947,"Aegiphila verticillata","6","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1095,"3","47","LI","ND","47LIND","2",NA,3948,"Myrsine coriacea","1","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
1096,"3","47","LI","ND","47LIND","2",NA,3949,"Citharexylum myrianthum","4","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,"3","47","LI","ND","47LIND","2",NA,3955,"Schinus terebinthifolius","2","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1098,"3","47","LI","ND","47LIND","3",NA,3957,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,"3","47","LI","ND","47LIND","3",NA,3958,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,"3","47","LI","ND","47LIND","3",NA,3959,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1101,"3","47","LI","ND","47LIND","3",NA,3961,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1102,"3","47","LI","ND","47LIND","3",NA,3964,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,"3","47","LI","ND","47LIND","3",NA,3965,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,"3","47","LI","ND","47LIND","3",NA,3966,"Ocotea pulchella","16","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1105,"3","47","LI","ND","47LIND","3",NA,3968,"Eriotheca pentaphylla","27","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1106,"3","47","LI","ND","47LIND","3",NA,3970,"Bicuiba oleifera","20","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1109,"3","47","LI","ND","47LIND","3",NA,3976,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1110,"3","47","LI","ND","47LIND","3",NA,3977,"Euterpe edulis","28","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1112,"3","47","LI","ND","47LIND","3",NA,3979,"Syagrus romanzoffiana","17","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,"3","47","LI","ND","47LIND","4",NA,3983,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1117,"3","47","LI","ND","47LIND","4",NA,3985,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1118,"3","47","LI","ND","47LIND","4",NA,3987,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,"3","47","LI","ND","47LIND","4",NA,3990,"Solanum cinnamomeum","10","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1121,"3","47","LI","ND","47LIND","4",NA,3991,"Solanum cinnamomeum","10","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1122,"3","47","LI","ND","47LIND","4",NA,3992,"Erythrina speciosa","3","P",1,1,1,0,0,0,0,0,0,0,0,0,0,0
1124,"3","47","LI","ND","47LIND","4",NA,3997,"Solanum cinnamomeum","10","P",1,1,1,0,0,0,0,0,0,0,0,0,0,0
1125,"3","47","LI","ND","47LIND","4",NA,3998,"Aegiphila verticillata","6","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1126,"3","47","LI","ND","47LIND","4",NA,3999,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1127,"3","47","LI","ND","47LIND","4",NA,4001,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1128,"3","47","LI","ND","47LIND","5",NA,4003,"Bicuiba oleifera","20","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1129,"3","47","LI","ND","47LIND","5",NA,4004,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,"3","47","LI","ND","47LIND","5",NA,4007,"Myrcia multiflora","22","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1131,"3","47","LI","ND","47LIND","5",NA,4008,"Eriotheca pentaphylla","27","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1132,"3","47","LI","ND","47LIND","5",NA,4009,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,"3","47","LI","ND","47LIND","5",NA,4011,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1138,"3","47","LI","ND","47LIND","5",NA,4018,"Pouteria sp.","21","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1139,"3","47","LI","ND","47LIND","5",NA,4019,"Euterpe edulis","28","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1142,"3","47","LI","ND","47LIND","5",NA,4024,"Myrcia ilheosensis","26","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1143,"3","47","LI","ND","47LIND","6",NA,4025,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,"3","47","LI","ND","47LIND","6",NA,4026,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,"3","47","LI","ND","47LIND","6",NA,4029,"Myrcia multiflora","22","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1148,"3","47","LI","ND","47LIND","6",NA,4030,"Bicuiba oleifera","20","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1150,"3","47","LI","ND","47LIND","6",NA,4032,"Syagrus romanzoffiana","17","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1153,"3","47","LI","ND","47LIND","6",NA,4037,"Bicuiba oleifera","20","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1156,"3","47","LI","ND","47LIND","6",NA,4041,"Euterpe edulis","28","NP",1,1,1,0,0,0,0,0,0,0,0,0,0,0
1157,"3","47","LI","ND","47LIND","6",NA,4042,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,"3","47","LI","ND","47LIND","6",NA,4043,"Syagrus romanzoffiana","17","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1160,"3","47","LI","ND","47LIND","6",NA,4046,"Jacaranda puberula","15","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,"3","47","LI","ND","47LIND","7",NA,4049,"Solanum cinnamomeum","10","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,"3","47","LI","ND","47LIND","7",NA,4053,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1163,"3","47","LI","ND","47LIND","7",NA,4055,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1164,"3","47","LI","ND","47LIND","7",NA,4057,"Aegiphila verticillata","6","P",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1166,"3","47","LI","ND","47LIND","7",NA,4060,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1167,"3","47","LI","ND","47LIND","7",NA,4061,"Myrsine coriacea","1","P",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1168,"3","47","LI","ND","47LIND","7",NA,4064,"Aegiphila verticillata","6","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1169,"3","47","LI","ND","47LIND","7",NA,4065,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1171,"3","47","LI","ND","47LIND","8",NA,4069,"Jacaranda puberula","15","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,"3","47","LI","ND","47LIND","8",NA,4070,"Myrcia ilheosensis","26","NP",1,1,0,0,0,0,0,1,0,0,0,0,0,0
1173,"3","47","LI","ND","47LIND","8",NA,4071,"Syagrus romanzoffiana","17","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1174,"3","47","LI","ND","47LIND","8",NA,4072,"Myrcia ilheosensis","26","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,"3","47","LI","ND","47LIND","8",NA,4074,"Myrcia multiflora","22","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1177,"3","47","LI","ND","47LIND","8",NA,4075,"Eugenia astringens","24","NP",1,0,1,1,0,0,0,0,0,0,0,0,0,1
1178,"3","47","LI","ND","47LIND","8",NA,4076,"Ternstroemia brasiliensis","23","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1181,"3","47","LI","ND","47LIND","8",NA,4084,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,"3","47","LI","ND","47LIND","8",NA,4085,"Eugenia brasiliensis","25","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1183,"3","47","LI","ND","47LIND","8",NA,4086,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,"3","47","LI","ND","47LIND","8",NA,4089,"Syagrus romanzoffiana","17","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1187,"3","47","LI","ND","47LIND","8",NA,4090,"Bicuiba oleifera","20","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1189,"3","47","LI","ND","47LIND","9",NA,4094,"Citharexylum myrianthum","4","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1191,"3","47","LI","ND","47LIND","9",NA,4097,"Solanum cinnamomeum","10","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,"3","47","LI","ND","47LIND","9",NA,4098,"Myrsine coriacea","1","P",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1193,"3","47","LI","ND","47LIND","9",NA,4099,"Aegiphila verticillata","6","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1194,"3","47","LI","ND","47LIND","9",NA,4100,"Schinus terebinthifolius","2","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,"3","47","LI","ND","47LIND","9",NA,4109,"Myrsine coriacea","1","P",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1199,"3","47","LI","ND","47LIND","9",NA,4112,"Citharexylum myrianthum","4","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1227,"3","46","NU","TV","46NUTV","A036","A",4140,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,"3","46","NU","TV","46NUTV","A036","A",4142,"Syagrus romanzoffiana","17","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,"3","46","NU","TV","46NUTV","A036","A",4143,"Eugenia astringens","24","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1231,"3","46","NU","TV","46NUTV","A036","A",4144,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,"3","46","NU","TV","46NUTV","A036","A",4145,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1233,"3","46","NU","TV","46NUTV","A036","A",4146,"Bicuiba oleifera","20","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1234,"3","46","NU","TV","46NUTV","A036","A",4147,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,"3","46","NU","TV","46NUTV","A036","A",4148,"Pouteria sp.","21","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,"3","46","NU","TV","46NUTV","A036","A",4149,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,"3","46","NU","TV","46NUTV","A036","A",4150,"Ocotea pulchella","16","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,"3","46","NU","TV","46NUTV","B026","B",4152,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1240,"3","46","NU","TV","46NUTV","B026","B",4153,"Eriotheca pentaphylla","27","NP",1,1,0,0,0,0,0,1,0,0,0,0,0,0
1241,"3","46","NU","TV","46NUTV","B026","B",4154,"Solanum cinnamomeum","10","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,"3","46","NU","TV","46NUTV","B026","B",4155,"Myrcia ilheosensis","26","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1243,"3","46","NU","TV","46NUTV","B026","B",4156,"Eugenia astringens","24","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,"3","46","NU","TV","46NUTV","B026","B",4157,"Eugenia brasiliensis","25","NP",1,1,1,1,0,0,0,0,0,0,1,0,0,1
1245,"3","46","NU","TV","46NUTV","B026","B",4158,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1246,"3","46","NU","TV","46NUTV","B026","B",4159,"Jacaranda puberula","15","NP",1,1,0,0,0,0,0,1,0,0,0,0,0,0
1247,"3","46","NU","TV","46NUTV","B026","B",4160,"Euterpe edulis","28","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1248,"3","46","NU","TV","46NUTV","B026","B",4161,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,"3","46","NU","TV","46NUTV","B026","B",4162,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,"3","46","NU","TV","46NUTV","B026","B",4163,"Calophyllum brasiliense","13","NP",1,0,0,0,0,0,0,1,0,0,0,0,0,0
1251,"3","46","NU","TV","46NUTV","B026","B",4164,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1252,"3","46","NU","TV","46NUTV","B027","B",4178,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1254,"3","46","NU","TV","46NUTV","B027","B",4180,"Solanum cinnamomeum","10","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,"3","46","NU","TV","46NUTV","B027","B",4181,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1256,"3","46","NU","TV","46NUTV","B027","B",4182,"Eugenia astringens","24","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1257,"3","46","NU","TV","46NUTV","B027","B",4183,"Eugenia brasiliensis","25","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1258,"3","46","NU","TV","46NUTV","B027","B",4184,"Erythrina speciosa","3","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
1260,"3","46","NU","TV","46NUTV","B027","B",4186,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,"3","46","NU","TV","46NUTV","B027","B",4187,"Ternstroemia brasiliensis","23","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1262,"3","46","NU","TV","46NUTV","B027","B",4188,"Myrsine coriacea","1","P",1,0,1,1,0,0,0,1,1,0,0,0,0,1
1263,"3","46","NU","TV","46NUTV","B027","B",4189,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,1,0,0,0,0,1
1264,"3","46","NU","TV","46NUTV","B027","B",4190,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1265,"3","46","NU","TV","46NUTV","B028","B",4204,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1266,"3","46","NU","TV","46NUTV","B028","B",4205,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,"3","46","NU","TV","46NUTV","B028","B",4206,"Solanum cinnamomeum","10","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1268,"3","46","NU","TV","46NUTV","B028","B",4207,"Myrcia ilheosensis","26","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1269,"3","46","NU","TV","46NUTV","B028","B",4208,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1270,"3","46","NU","TV","46NUTV","B028","B",4209,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1271,"3","46","NU","TV","46NUTV","B028","B",4210,"Erythrina speciosa","3","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1272,"3","46","NU","TV","46NUTV","B028","B",4211,"Jacaranda puberula","15","NP",1,1,1,0,0,0,0,0,1,0,0,0,0,0
1273,"3","46","NU","TV","46NUTV","B028","B",4212,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,"3","46","NU","TV","46NUTV","B028","B",4213,"Ternstroemia brasiliensis","23","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1275,"3","46","NU","TV","46NUTV","B028","B",4214,"Myrsine coriacea","1","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1276,"3","46","NU","TV","46NUTV","B028","B",4215,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1277,"3","46","NU","TV","46NUTV","B028","B",4216,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1278,"3","46","NU","TV","46NUTV","A039","A",4217,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1279,"3","46","NU","TV","46NUTV","A039","A",4218,"Eriotheca pentaphylla","27","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1280,"3","46","NU","TV","46NUTV","A039","A",4219,"Aegiphila verticillata","6","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1281,"3","46","NU","TV","46NUTV","A039","A",4220,"Syagrus romanzoffiana","17","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1283,"3","46","NU","TV","46NUTV","A039","A",4222,"Myrcia multiflora","22","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1284,"3","46","NU","TV","46NUTV","A039","A",4223,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1285,"3","46","NU","TV","46NUTV","A039","A",4224,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,"3","46","NU","TV","46NUTV","A039","A",4225,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,"3","46","NU","TV","46NUTV","A039","A",4226,"Pouteria sp.","21","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
1288,"3","46","NU","TV","46NUTV","A039","A",4227,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,"3","46","NU","TV","46NUTV","A039","A",4228,"Ocotea pulchella","16","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1290,"3","46","NU","TV","46NUTV","A039","A",4229,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1291,"3","46","NU","TV","46NUTV","B029","B",4230,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1292,"3","46","NU","TV","46NUTV","B029","B",4231,"Eriotheca pentaphylla","27","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1293,"3","46","NU","TV","46NUTV","B029","B",4232,"Solanum cinnamomeum","10","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,"3","46","NU","TV","46NUTV","B029","B",4233,"Myrcia ilheosensis","26","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,"3","46","NU","TV","46NUTV","B029","B",4234,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1297,"3","46","NU","TV","46NUTV","B029","B",4236,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1298,"3","46","NU","TV","46NUTV","B029","B",4237,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1299,"3","46","NU","TV","46NUTV","B029","B",4238,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,"3","46","NU","TV","46NUTV","B029","B",4239,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,"3","46","NU","TV","46NUTV","A040","A",4256,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1306,"3","46","NU","TV","46NUTV","A040","A",4258,"Aegiphila verticillata","6","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,"3","46","NU","TV","46NUTV","A040","A",4259,"Syagrus romanzoffiana","17","NP",1,1,1,1,1,0,0,0,0,0,1,0,0,1
1308,"3","46","NU","TV","46NUTV","A040","A",4260,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1309,"3","46","NU","TV","46NUTV","A040","A",4261,"Myrcia multiflora","22","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1310,"3","46","NU","TV","46NUTV","A040","A",4262,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1311,"3","46","NU","TV","46NUTV","A040","A",4263,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,"3","46","NU","TV","46NUTV","A040","A",4264,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,"3","46","NU","TV","46NUTV","A040","A",4265,"Pouteria sp.","21","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
1314,"3","46","NU","TV","46NUTV","A040","A",4266,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,"3","46","NU","TV","46NUTV","A040","A",4267,"Ocotea pulchella","16","NP",1,1,1,1,0,0,0,0,1,0,0,0,0,1
1316,"3","46","NU","TV","46NUTV","A040","A",4268,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
1317,"3","46","NU","TV","46NUTV","B030","B",4269,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,1,0,0,0,0,1
1318,"3","46","NU","TV","46NUTV","B030","B",4270,"Eriotheca pentaphylla","27","NP",1,1,1,0,0,0,0,1,1,0,0,0,0,0
