"ordem","bloco","plot","tipo","tratamento","parcela","nu_li","tipo_nu","numero","nome_especie","cod_sp","grupo","survt1","survt2","survt3","survt4","survt6","survt7","excl_mort_t1","excl_mort_t2","excl_mort_t3","excl_mort_t4","excl_mort_t6","excl_mort_t7","excluir_total","survt1t4"
4966,"7","18","NU","TV","18NUTV","A144","A",11287,"Eugenia astringens","24","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
4967,"7","18","NU","TV","18NUTV","A144","A",11288,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
4968,"7","18","NU","TV","18NUTV","A144","A",11289,"Erythrina speciosa","3","P",0,0,0,0,1,1,0,0,0,0,0,0,0,NA
4969,"7","18","NU","TV","18NUTV","A144","A",11290,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
4970,"7","18","NU","TV","18NUTV","A144","A",11291,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
4971,"7","18","NU","TV","18NUTV","A144","A",11292,"Pouteria sp.","21","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
4972,"7","18","NU","TV","18NUTV","A144","A",11293,"Myrsine coriacea","1","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
4973,"7","18","NU","TV","18NUTV","A144","A",11294,"Ocotea pulchella","16","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
4974,"7","18","NU","TV","18NUTV","A144","A",11295,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
4975,"7","18","NU","TV","18NUTV","B112","B",11296,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
4978,"7","18","NU","TV","18NUTV","B112","B",11299,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
4979,"7","18","NU","TV","18NUTV","B112","B",11300,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
4980,"7","18","NU","TV","18NUTV","B112","B",11301,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
4982,"7","18","NU","TV","18NUTV","B112","B",11303,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
4983,"7","18","NU","TV","18NUTV","B112","B",11304,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
4984,"7","18","NU","TV","18NUTV","B112","B",11305,"Ternstroemia brasiliensis","23","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
4986,"7","18","NU","TV","18NUTV","B112","B",11307,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
4987,"7","18","NU","TV","18NUTV","B112","B",11308,"Schinus terebinthifolius","2","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
4990,"7","18","NU","TV","18NUTV","A145","A",11361,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
4991,"7","18","NU","TV","18NUTV","A145","A",11362,"Eriotheca pentaphylla","27","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
4992,"7","18","NU","TV","18NUTV","A145","A",11362,"Ocotea pulchella","16","NP",1,1,1,1,1,0,0,0,0,0,0,0,0,1
4993,"7","18","NU","TV","18NUTV","A145","A",11363,"Aegiphila verticillata","6","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
4994,"7","18","NU","TV","18NUTV","A145","A",11363,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
4995,"7","18","NU","TV","18NUTV","A145","A",11364,"Syagrus romanzoffiana","17","NP",1,1,1,1,1,0,0,0,0,0,0,0,0,1
4996,"7","18","NU","TV","18NUTV","A145","A",11365,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
4997,"7","18","NU","TV","18NUTV","A145","A",11366,"Myrcia multiflora","22","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
4998,"7","18","NU","TV","18NUTV","A145","A",11367,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
4999,"7","18","NU","TV","18NUTV","A145","A",11368,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,"7","18","NU","TV","18NUTV","A145","A",11369,"Euterpe edulis","28","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
5001,"7","18","NU","TV","18NUTV","A145","A",11370,"Pouteria sp.","21","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5002,"7","18","NU","TV","18NUTV","A145","A",11371,"Myrsine coriacea","1","P",1,0,0,0,1,1,0,0,0,0,0,0,0,0
5005,"7","18","NU","TV","18NUTV","A147","A",11439,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5006,"7","18","NU","TV","18NUTV","A147","A",11440,"Eriotheca pentaphylla","27","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5008,"7","18","NU","TV","18NUTV","A147","A",11442,"Syagrus romanzoffiana","17","NP",1,1,1,1,1,0,0,0,0,0,0,0,0,1
5009,"7","18","NU","TV","18NUTV","A147","A",11443,"Eugenia astringens","24","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
5010,"7","18","NU","TV","18NUTV","A147","A",11444,"Myrcia multiflora","22","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
5011,"7","18","NU","TV","18NUTV","A147","A",11445,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5012,"7","18","NU","TV","18NUTV","A147","A",11446,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,"7","18","NU","TV","18NUTV","A147","A",11447,"Euterpe edulis","28","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
5014,"7","18","NU","TV","18NUTV","A147","A",11448,"Pouteria sp.","21","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5015,"7","18","NU","TV","18NUTV","A147","A",11449,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5016,"7","18","NU","TV","18NUTV","A147","A",11450,"Ocotea pulchella","16","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
5017,"7","18","NU","TV","18NUTV","A147","A",11451,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5031,"7","18","NU","TV","18NUTV","B114","B",11491,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5032,"7","18","NU","TV","18NUTV","B114","B",11492,"Eriotheca pentaphylla","27","NP",0,0,0,0,1,1,0,0,0,0,0,0,0,NA
5033,"7","18","NU","TV","18NUTV","B114","B",11493,"Solanum cinnamomeum","10","P",1,1,1,1,0,0,0,0,0,0,1,0,0,1
5034,"7","18","NU","TV","18NUTV","B114","B",11494,"Myrcia ilheosensis","26","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5035,"7","18","NU","TV","18NUTV","B114","B",11495,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5036,"7","18","NU","TV","18NUTV","B114","B",11496,"Eugenia brasiliensis","25","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
5037,"7","18","NU","TV","18NUTV","B114","B",11497,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5038,"7","18","NU","TV","18NUTV","B114","B",11498,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5039,"7","18","NU","TV","18NUTV","B114","B",11499,"Euterpe edulis","28","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
5040,"7","18","NU","TV","18NUTV","B114","B",11500,"Ternstroemia brasiliensis","23","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5041,"7","18","NU","TV","18NUTV","B114","B",11501,"Myrsine coriacea","1","P",0,0,0,0,1,1,0,0,0,0,0,0,0,NA
5042,"7","18","NU","TV","18NUTV","B114","B",11502,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5043,"7","18","NU","TV","18NUTV","B114","B",11503,"Schinus terebinthifolius","2","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,"7","18","NU","TV","18NUTV","B115","B",11517,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5046,"7","18","NU","TV","18NUTV","B115","B",11518,"Eriotheca pentaphylla","27","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5047,"7","18","NU","TV","18NUTV","B115","B",11519,"Solanum cinnamomeum","10","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
5048,"7","18","NU","TV","18NUTV","B115","B",11520,"Myrcia ilheosensis","26","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5049,"7","18","NU","TV","18NUTV","B115","B",11521,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5050,"7","18","NU","TV","18NUTV","B115","B",11522,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5052,"7","18","NU","TV","18NUTV","B115","B",11524,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5053,"7","18","NU","TV","18NUTV","B115","B",11525,"Euterpe edulis","28","NP",1,1,0,0,1,1,0,0,0,0,0,0,0,0
5054,"7","18","NU","TV","18NUTV","B115","B",11526,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,"7","18","NU","TV","18NUTV","B115","B",11527,"Myrsine coriacea","1","P",0,0,0,0,1,1,0,0,0,0,0,0,0,NA
5056,"7","18","NU","TV","18NUTV","B115","B",11528,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5057,"7","18","NU","TV","18NUTV","B115","B",11529,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5072,"7","18","NU","TV","18NUTV","B117","B",11621,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5073,"7","18","NU","TV","18NUTV","B117","B",11622,"Eriotheca pentaphylla","27","NP",1,1,0,0,0,0,0,1,0,0,0,0,0,0
5075,"7","18","NU","TV","18NUTV","B117","B",11624,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5076,"7","18","NU","TV","18NUTV","B117","B",11625,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5077,"7","18","NU","TV","18NUTV","B117","B",11626,"Eugenia brasiliensis","25","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5080,"7","18","NU","TV","18NUTV","B117","B",11629,"Euterpe edulis","28","NP",1,1,1,0,0,0,0,0,0,0,0,0,0,0
5081,"7","18","NU","TV","18NUTV","B117","B",11630,"Ternstroemia brasiliensis","23","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5082,"7","18","NU","TV","18NUTV","B117","B",11631,"Myrsine coriacea","1","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5083,"7","18","NU","TV","18NUTV","B117","B",11632,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5084,"7","18","NU","TV","18NUTV","B117","B",11633,"Schinus terebinthifolius","2","P",1,1,1,1,0,0,0,0,0,0,1,0,0,1
5085,"7","18","NU","TV","18NUTV","A150","A",11634,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5086,"7","18","NU","TV","18NUTV","A150","A",11635,"Eriotheca pentaphylla","27","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5087,"7","18","NU","TV","18NUTV","A150","A",11636,"Aegiphila verticillata","6","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
5088,"7","18","NU","TV","18NUTV","A150","A",11637,"Syagrus romanzoffiana","17","NP",1,1,1,1,1,0,0,0,0,0,0,0,0,1
5089,"7","18","NU","TV","18NUTV","A150","A",11638,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5090,"7","18","NU","TV","18NUTV","A150","A",11639,"Myrcia multiflora","22","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
5091,"7","18","NU","TV","18NUTV","A150","A",11640,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5092,"7","18","NU","TV","18NUTV","A150","A",11641,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5093,"7","18","NU","TV","18NUTV","A150","A",11642,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5094,"7","18","NU","TV","18NUTV","A150","A",11643,"Pouteria sp.","21","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5095,"7","18","NU","TV","18NUTV","A150","A",11644,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5096,"7","18","NU","TV","18NUTV","A150","A",11645,"Ocotea pulchella","16","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
5097,"7","18","NU","TV","18NUTV","A150","A",11646,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5098,"7","18","NU","TV","18NUTV","A151","A",11660,"Citharexylum myrianthum","4","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
5099,"7","18","NU","TV","18NUTV","A151","A",11661,"Eriotheca pentaphylla","27","NP",1,0,0,0,1,1,0,0,0,0,0,0,0,0
5100,"7","18","NU","TV","18NUTV","A151","A",11662,"Aegiphila verticillata","6","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
5101,"7","18","NU","TV","18NUTV","A151","A",11663,"Syagrus romanzoffiana","17","NP",0,0,0,0,1,1,0,0,0,0,0,0,0,NA
5102,"7","18","NU","TV","18NUTV","A151","A",11664,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5103,"7","18","NU","TV","18NUTV","A151","A",11665,"Myrcia multiflora","22","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,"7","18","NU","TV","18NUTV","A151","A",11666,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5105,"7","18","NU","TV","18NUTV","A151","A",11667,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5106,"7","18","NU","TV","18NUTV","A151","A",11668,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,"7","18","NU","TV","18NUTV","A151","A",11669,"Pouteria sp.","21","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5109,"7","18","NU","TV","18NUTV","A151","A",11671,"Ocotea pulchella","16","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5110,"7","18","NU","TV","18NUTV","A151","A",11672,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5125,"7","17","LI","NPK","17LINPK","1",NA,11689,"Syagrus romanzoffiana","17","NP",1,1,1,1,0,0,0,1,0,0,0,0,0,1
5126,"7","17","LI","NPK","17LINPK","1",NA,11691,"Eugenia brasiliensis","25","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5129,"7","17","LI","NPK","17LINPK","1",NA,11698,"Pouteria sp.","21","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5130,"7","17","LI","NPK","17LINPK","1",NA,11701,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5132,"7","17","LI","NPK","17LINPK","1",NA,11703,"Eriotheca pentaphylla","27","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5133,"7","17","LI","NPK","17LINPK","1",NA,11704,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5134,"7","17","LI","NPK","17LINPK","1",NA,11705,"Eugenia brasiliensis","25","NP",1,1,1,1,1,0,0,0,0,0,1,0,0,1
5135,"7","17","LI","NPK","17LINPK","2",NA,11708,"Myrsine coriacea","1","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5136,"7","17","LI","NPK","17LINPK","2",NA,11710,"Myrcia multiflora","22","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5137,"7","17","LI","NPK","17LINPK","2",NA,11711,"Solanum cinnamomeum","10","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5138,"7","17","LI","NPK","17LINPK","2",NA,11712,"Syagrus romanzoffiana","17","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5140,"7","17","LI","NPK","17LINPK","2",NA,11717,"Solanum cinnamomeum","10","P",1,1,1,1,0,0,0,0,0,0,0,0,0,1
5141,"7","17","LI","NPK","17LINPK","2",NA,11721,"Aegiphila verticillata","6","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5143,"7","17","LI","NPK","17LINPK","2",NA,11723,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5144,"7","17","LI","NPK","17LINPK","2",NA,11725,"Schinus terebinthifolius","2","P",1,1,1,1,1,0,0,0,0,0,0,0,0,1
5145,"7","17","LI","NPK","17LINPK","2",NA,11726,"Myrsine coriacea","1","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5147,"7","17","LI","NPK","17LINPK","3",NA,11729,"Ocotea pulchella","16","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5148,"7","17","LI","NPK","17LINPK","3",NA,11730,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5149,"7","17","LI","NPK","17LINPK","3",NA,11731,"Ocotea pulchella","16","NP",1,1,1,0,0,0,0,0,0,0,0,0,0,0
5150,"7","17","LI","NPK","17LINPK","3",NA,11732,"Ternstroemia brasiliensis","23","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5152,"7","17","LI","NPK","17LINPK","3",NA,11736,"Eriotheca pentaphylla","27","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5153,"7","17","LI","NPK","17LINPK","3",NA,11737,"Jacaranda puberula","15","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5155,"7","17","LI","NPK","17LINPK","3",NA,11741,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5156,"7","17","LI","NPK","17LINPK","3",NA,11742,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5157,"7","17","LI","NPK","17LINPK","3",NA,11744,"Bicuiba oleifera","20","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5158,"7","17","LI","NPK","17LINPK","3",NA,11746,"Euterpe edulis","28","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
5159,"7","17","LI","NPK","17LINPK","3",NA,11748,"Eugenia brasiliensis","25","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5160,"7","17","LI","NPK","17LINPK","3",NA,11749,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5161,"7","17","LI","NPK","17LINPK","4",NA,11750,"Solanum cinnamomeum","10","P",1,1,0,0,0,0,0,0,0,0,0,0,0,0
5162,"7","17","LI","NPK","17LINPK","4",NA,11753,"Jacaranda puberula","15","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5163,"7","17","LI","NPK","17LINPK","4",NA,11755,"Erythrina speciosa","3","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5164,"7","17","LI","NPK","17LINPK","4",NA,11757,"Myrsine coriacea","1","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5165,"7","17","LI","NPK","17LINPK","4",NA,11758,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5166,"7","17","LI","NPK","17LINPK","4",NA,11760,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5167,"7","17","LI","NPK","17LINPK","4",NA,11763,"Solanum cinnamomeum","10","P",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5168,"7","17","LI","NPK","17LINPK","4",NA,11765,"Aegiphila verticillata","6","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5169,"7","17","LI","NPK","17LINPK","4",NA,11766,"Citharexylum myrianthum","4","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5170,"7","17","LI","NPK","17LINPK","4",NA,11768,"Schinus terebinthifolius","2","P",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5171,"7","17","LI","NPK","17LINPK","4",NA,11769,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5173,"7","17","LI","NPK","17LINPK","5",NA,11771,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5174,"7","17","LI","NPK","17LINPK","5",NA,11772,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5176,"7","17","LI","NPK","17LINPK","5",NA,11774,"Eriotheca pentaphylla","27","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
5177,"7","17","LI","NPK","17LINPK","5",NA,11775,"Euterpe edulis","28","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5178,"7","17","LI","NPK","17LINPK","5",NA,11779,"Calophyllum brasiliense","13","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5181,"7","17","LI","NPK","17LINPK","5",NA,11783,"Jacaranda puberula","15","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5182,"7","17","LI","NPK","17LINPK","5",NA,11784,"Euterpe edulis","28","NP",1,1,0,0,0,0,0,0,0,0,0,0,0,0
5183,"7","17","LI","NPK","17LINPK","5",NA,11785,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5184,"7","17","LI","NPK","17LINPK","5",NA,11786,"Syagrus romanzoffiana","17","NP",1,1,1,1,0,0,0,0,0,0,0,0,0,1
5185,"7","17","LI","NPK","17LINPK","5",NA,11788,"Jacaranda puberula","15","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5186,"7","17","LI","NPK","17LINPK","6",NA,11793,"Syagrus romanzoffiana","17","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5187,"7","17","LI","NPK","17LINPK","6",NA,11794,"Myrcia ilheosensis","26","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5188,"7","17","LI","NPK","17LINPK","6",NA,11795,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5189,"7","17","LI","NPK","17LINPK","6",NA,11797,"Myrcia multiflora","22","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5191,"7","17","LI","NPK","17LINPK","6",NA,11799,"Eugenia astringens","24","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5192,"7","17","LI","NPK","17LINPK","6",NA,11800,"Ocotea pulchella","16","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5193,"7","17","LI","NPK","17LINPK","6",NA,11801,"Myrcia ilheosensis","26","NP",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5194,"7","17","LI","NPK","17LINPK","6",NA,11803,"Euterpe edulis","28","NP",1,0,0,0,0,0,0,1,0,0,0,0,0,0
5195,"7","17","LI","NPK","17LINPK","6",NA,11804,"Jacaranda puberula","15","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5196,"7","17","LI","NPK","17LINPK","6",NA,11805,"Eriotheca pentaphylla","27","NP",1,1,1,1,1,1,0,0,0,0,0,0,0,1
5197,"7","17","LI","NPK","17LINPK","6",NA,11807,"Ocotea pulchella","16","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5198,"7","17","LI","NPK","17LINPK","6",NA,11808,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5199,"7","17","LI","NPK","17LINPK","6",NA,11809,"Bicuiba oleifera","20","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,"7","17","LI","NPK","17LINPK","6",NA,11810,"Syagrus romanzoffiana","17","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5202,"7","17","LI","NPK","17LINPK","6",NA,11813,"Myrsine coriacea","1","P",1,0,0,0,0,0,0,0,0,0,0,0,0,0
5203,"7","17","LI","NPK","17LINPK","7",NA,11815,"Ternstroemia brasiliensis","23","NP",1,0,0,0,0,0,0,0,0,0,0,0,0,0
